Name,RA,Dec,z_mean,z_std,host_prob,smallcone_prob,missedcat_prob,best_cat,best_cat_DR
2019ulo,133.27676432908046,-6.3308787355759275,0.046109,0.00808,0.9999999999937177,2.0809183932127927e-12,2.0809183932127927e-12,decals,dr9
